acceptedScientificName	decimalLongitude	decimalLatitude	coordinateUncertaintyInMeters
Parus major	9.120189	39.226208	
Parus major	10.135805	46.538742	
Parus major	9.120189	39.226208	
Parus major	9.120189	39.226208	
Parus major	9.120189	39.226208	
Parus major	9.969028	45.607834	27126
Parus major	7.240146	44.837569	31
Parus major	12.52898	41.94251	
Parus major	10.836279	45.888373	8
Parus major	7.240146	44.837569	31
Parus major	7.240146	44.837569	31
Parus major	10.191649	45.272859	2878
Parus major	7.627052	45.220846	48
Parus major	10.366345	45.124119	2
Parus major	7.682092	45.018999	23
Parus major	10.366345	45.124119	2
Parus major	7.24812	44.906032	263
Parus major	9.654971	45.770002	111
Parus major	7.240146	44.837569	31
Parus major	9.682178	45.572448	13
Parus major	9.927646	45.686906	27126
Parus major	9.879416	45.766128	27126
Parus major	14.110028	41.951838	
Parus major	9.721793	45.574752	237
Parus major	8.901756	45.754765	1395
Parus major	7.240146	44.837569	31
Parus major	7.672106	45.011498	187
Parus major	9.04366	45.709497	32
Parus major	8.766599	45.829464	9
Parus major	9.201439	45.51664	
Parus major	9.86266	45.44428	3186
Parus major	7.240146	44.837569	31
Parus major	10.861123	45.122176	184
Parus major	10.199074	45.081473	27222
Parus major	10.110907	45.132279	27222
Parus major	10.8125	45.1631	263
Parus major	10.439091	45.124941	349
Parus major	8.636901	44.655822	5
Parus major	18.051657	40.270207	1450
Parus major	8.762679	45.827182	7
Parus major	10.62446	43.298144	501
Parus major	11.289156	44.475505	26
Parus major	15.901969	38.647423	17
Parus major	11.19919	46.005115	2395
Parus major	10.061971	45.606377	25
Parus major	10.866571	45.92365	5
Parus major	10.366345	45.124119	2
Parus major	10.734488	45.934348	8
Parus major	11.661125	44.901778	4
Parus major	7.4682	44.989831	1761
Parus major	7.4682	44.989831	1761
Parus major	7.455369	44.994537	61
Parus major	8.9286	45.8156	50
Parus major	7.052634	44.890747	94
Parus major	16.5486	39.34	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.038097	43.261955	
Parus major	9.49261	45.45544	
Parus major	9.49261	45.45544	
Parus major	9.49261	45.45544	
Parus major	9.099939	45.46748	
Parus major	9.797831	45.819828	
Parus major	9.316535	45.353413	
Parus major	9.528952	45.55251	
Parus major	10.830587	45.67261	
Parus major	13.70481	43.324802	
Parus major	13.74153	43.294334	
Parus major	13.70481	43.324802	
Parus major	13.70481	43.324802	
Parus major	13.70481	43.324802	
Parus major	13.70481	43.324802	
Parus major	13.70481	43.324802	
Parus major	13.70481	43.324802	
Parus major	13.680833	43.391266	
Parus major	13.70481	43.324802	
Parus major	13.70481	43.324802	
Parus major	13.70481	43.324802	
Parus major	17.672422	40.553013	
Parus major	11.120897	46.0525	
Parus major	11.156981	42.83818	
Parus major	14.372694	41.35629	
Parus major	7.514138	44.29007	
Parus major	11.625295	44.829777	
Parus major	7.63444	45.119514	
Parus major	9.15945	45.45239	
Parus major	12.065113	41.99229	
Parus major	7.239229	44.837696	
Parus major	9.358129	39.282227	
Parus major	13.049889	43.163166	
Parus major	11.625295	44.829777	
Parus major	8.140569	44.052967	
Parus major	8.350218	44.357887	
Parus major	11.343155	44.509388	
Parus major	7.239229	44.837696	
Parus major	12.496834	41.854977	
Parus major	12.460348	41.878643	
Parus major	12.609705	41.816635	
Parus major	12.228229	44.845463	
Parus major	13.575046	43.54838	
Parus major	8.566134	45.748573	
Parus major	7.727994	43.898006	
Parus major	9.15945	45.45239	
Parus major	7.239229	44.837696	
Parus major	13.029174	43.26362	
Parus major	11.150965	43.43745	
Parus major	11.162133	43.430084	
Parus major	14.089914	40.84047	
Parus major	11.343155	44.509388	
Parus major	9.090933	45.486523	
Parus major	7.239229	44.837696	
Parus major	8.545452	45.74128	
Parus major	7.698412	44.505123	
Parus major	8.140569	44.052967	
Parus major	9.737231	45.63004	
Parus major	9.157859	39.1891	
Parus major	12.260718	45.50004	
Parus major	7.239229	44.837696	
Parus major	13.575046	43.54838	
Parus major	10.670612	44.92051	
Parus major	7.727994	43.898006	
Parus major	11.332632	44.511936	
Parus major	8.14483	44.045826	
Parus major	12.699938	42.253727	
Parus major	9.023725	45.4859	
Parus major	11.625295	44.829777	
Parus major	9.175433	45.53349	
Parus major	11.903388	45.40625	
Parus major	12.446577	41.885128	
Parus major	8.555648	45.75788	
Parus major	7.711478	45.06829	
Parus major	12.52126	41.865597	
Parus major	9.18985	45.539196	
Parus major	11.156981	42.83818	
Parus major	8.763629	45.826134	
Parus major	12.249779	42.090412	
Parus major	9.181207	45.48051	
Parus major	12.94515	46.43189	
Parus major	11.836756	44.5711	
Parus major	11.608444	44.886276	
Parus major	14.089134	40.84037	
Parus major	7.239229	44.837696	
Parus major	12.249779	42.090412	
Parus major	11.165426	43.406548	
Parus major	9.120189	39.226208	
Parus major	7.716356	44.516106	
Parus major	13.025395	43.26357	
Parus major	12.700603	42.230583	
Parus major	12.699938	42.253727	
Parus major	13.120409	41.96021	
Parus major	9.18985	45.539196	
Parus major	9.23817	45.75659	
Parus major	9.428547	45.935562	
Parus major	11.954694	46.681396	
Parus major	9.240215	45.666428	
Parus major	9.48595	45.458427	
Parus major	12.065113	41.99229	
Parus major	14.325258	41.319984	
Parus major	14.372694	41.35629	
Parus major	14.372694	41.35629	
Parus major	14.372694	41.35629	
Parus major	14.372694	41.35629	
Parus major	14.384573	41.365353	
Parus major	14.372694	41.35629	
Parus major	14.241522	41.32847	
Parus major	14.372694	41.35629	
Parus major	14.184096	41.365063	
Parus major	14.384573	41.365353	
Parus major	14.372694	41.35629	
Parus major	14.293838	41.316875	
Parus major	14.293838	41.316875	
Parus major	7.239229	44.837696	
Parus major	13.080503	43.30418	
Parus major	7.711478	45.06829	
Parus major	12.100698	41.94036	
Parus major	9.1204	39.22605	
Parus major	9.114992	39.234318	
Parus major	8.638746	45.448795	
Parus major	8.163127	44.0555	
Parus major	8.666829	45.433067	
Parus major	7.727994	43.898006	
Parus major	9.15945	45.45239	
Parus major	8.579738	45.734196	
Parus major	7.239229	44.837696	
Parus major	12.699938	42.253727	
Parus major	7.536036	43.802197	
Parus major	11.137304	43.45482	
Parus major	9.146697	39.205406	
Parus major	11.550116	45.546764	
Parus major	7.720327	45.069706	
Parus major	7.720327	45.069706	
Parus major	13.575046	43.54838	
Parus major	13.025395	43.26357	
Parus major	8.174805	45.21827	
Parus major	7.698412	44.505123	
Parus major	7.700276	44.49602	
Parus major	8.174805	45.21827	
Parus major	7.239229	44.837696	
Parus major	7.239229	44.837696	
Parus major	14.349513	41.284092	
Parus major	14.384573	41.365353	
Parus major	14.372694	41.35629	
Parus major	14.372694	41.35629	
Parus major	14.372694	41.35629	
Parus major	14.384573	41.365353	
Parus major	14.432005	41.410637	
Parus major	14.40131	41.413403	
Parus major	7.536036	43.802197	
Parus major	9.134244	45.488544	
Parus major	11.218983	43.7814	
Parus major	11.150965	43.43745	
Parus major	7.239229	44.837696	
Parus major	12.906693	43.2127	
Parus major	7.239229	44.837696	
Parus major	9.175623	45.533966	
Parus major	8.545861	45.740444	
Parus major	7.727994	43.898006	
Parus major	7.605451	45.143803	
Parus major	7.605451	45.143803	
Parus major	13.032296	43.25206	
Parus major	10.758178	45.514282	
Parus major	10.796877	44.203533	
Parus major	13.231144	41.956425	
Parus major	9.428547	45.935562	
Parus major	13.021669	43.267544	
Parus major	8.749805	45.569134	
Parus major	12.936516	42.132416	
Parus major	8.581804	45.724415	
Parus major	8.099386	44.05099	
Parus major	7.766916	45.080536	
Parus major	7.766916	45.080536	
Parus major	11.162133	43.430084	
Parus major	14.384573	41.365353	
Parus major	14.293838	41.316875	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	11.150965	43.43745	
Parus major	14.492039	41.383892	
Parus major	14.467972	41.401802	
Parus major	11.880234	45.412254	
Parus major	9.157859	39.1891	
Parus major	11.855635	45.3964	
Parus major	13.261665	42.840004	
Parus major	8.566371	45.74577	
Parus major	12.046938	41.96152	
Parus major	11.863802	42.068535	
Parus major	11.548835	45.560993	
Parus major	14.372694	41.35629	
Parus major	10.373166	44.6445	
Parus major	11.851949	45.401695	
Parus major	11.150965	43.43745	
Parus major	10.413274	44.655266	
Parus major	8.854433	44.79196	
Parus major	13.333733	42.19203	
Parus major	6.821072	45.03878	
Parus major	7.698412	44.505123	
Parus major	8.18595	44.05441	
Parus major	14.798974	37.700897	
Parus major	11.751185	45.60636	
Parus major	8.120555	44.041847	
Parus major	10.914074	44.639767	
Parus major	12.841763	42.10136	
Parus major	9.125389	45.915154	
Parus major	11.150965	43.43745	
Parus major	6.821072	45.03878	
Parus major	8.174805	45.21827	
Parus major	10.718357	43.52132	
Parus major	8.710478	45.54088	
Parus major	13.052694	43.26096	
Parus major	7.605451	45.143803	
Parus major	8.174805	45.21827	
Parus major	13.029174	43.26362	
Parus major	7.757199	44.05001	
Parus major	8.638746	45.448795	
Parus major	9.058511	45.222412	
Parus major	14.372694	41.35629	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	14.492039	41.383892	
Parus major	14.293838	41.316875	
Parus major	13.968889	40.983334	
Parus major	11.150965	43.43745	
Parus major	8.666829	45.433067	
Parus major	8.581003	45.725945	
Parus major	8.579928	45.734646	
Parus major	8.143646	43.94836	
Parus major	8.725183	45.784405	
Parus major	7.170544	45.150078	
Parus major	11.137304	43.45482	
Parus major	9.146697	39.205406	
Parus major	11.194382	46.215893	
Parus major	7.170544	45.150078	
Parus major	12.223298	41.867085	
Parus major	8.221485	44.04205	
Parus major	12.223298	41.867085	
Parus major	12.895579	43.198166	
Parus major	8.174805	45.21827	
Parus major	8.174805	45.21827	
Parus major	11.150965	43.43745	
Parus major	11.154985	43.149532	
Parus major	10.88992	43.050858	
Parus major	9.012145	39.061577	
Parus major	9.012145	39.061577	
Parus major	9.004807	39.061428	
Parus major	9.012145	39.061577	
Parus major	9.012145	39.061577	
Parus major	9.146697	39.205406	
Parus major	14.241522	41.32847	
Parus major	14.372694	41.35629	
Parus major	14.384573	41.365353	
Parus major	10.819435	44.660828	
Parus major	8.939579	45.015297	
Parus major	8.140569	44.052967	
Parus major	7.602178	44.430763	
Parus major	7.540269	44.366295	
Parus major	8.056201	45.429743	31
Parus major	8.052857	45.440199	122
Parus major	7.976086	45.477468	31
Parus major	7.908444	45.527257	31
Parus major	10.172426	45.030968	27222
Parus major	11.617721	44.847996	1047
Parus major	14.482784	41.493161	183
Parus major	13.535025	46.064543	27063
Parus major	8.830842	45.46455	6
Parus major	9.861245	45.708805	27126
Parus major	11.300988	43.766472	19
Parus major	14.710742	40.696189	8415
Parus major	8.831725	45.836858	244
Parus major	8.9289	45.8157	15
Parus major	10.500943	46.263181	1016
Parus major	10.406262	45.21888	600
Parus major	11.620606	44.852405	183
Parus major	9.710676	45.514526	142
Parus major	7.991106	44.326081	15
Parus major	7.905997	45.092501	27222
Parus major	11.743257	45.731169	182
Parus major	11.557958	45.552635	24
Parus major	15.540193	40.819271	1179
Parus major	7.497016	44.326252	
Parus major	11.061744	43.23195	
Parus major	11.061866	43.228874	
Parus major	11.098064	43.21475	
Parus major	10.940413	43.166836	
Parus major	11.105934	43.216976	
Parus major	11.070774	43.254654	
Parus major	11.093717	43.220196	
Parus major	11.142318	43.245884	
Parus major	11.10964	43.26256	
Parus major	11.085999	43.22714	
Parus major	9.445367	45.85675	
Parus major	9.49261	45.45544	
Parus major	9.330918	46.14871	
Parus major	9.533401	45.453533	
Parus major	13.70481	43.324802	
Parus major	13.70481	43.324802	
Parus major	13.680833	43.391266	
Parus major	7.990447	44.326385	
Parus major	17.672422	40.553013	
Parus major	12.228229	44.845463	
Parus major	14.384573	41.365353	
Parus major	7.599857	45.146355	
Parus major	7.58121	45.167484	
Parus major	7.239229	44.837696	
Parus major	8.533378	45.689697	
Parus major	9.004807	39.061428	
Parus major	11.162133	43.430084	
Parus major	10.89624	44.398273	
Parus major	11.13216	44.609077	
Parus major	11.13216	44.609077	
Parus major	11.150965	43.43745	
Parus major	11.126639	43.422535	
Parus major	9.018104	39.063557	
Parus major	9.114992	39.234318	
Parus major	7.439119	45.16396	
Parus major	7.605735	45.621086	
Parus major	7.605735	45.621086	
Parus major	7.439119	45.16396	
Parus major	13.314858	42.214943	
Parus major	13.369892	42.186394	
Parus major	11.437561	44.66118	
Parus major	10.914074	44.639767	
Parus major	13.35371	42.70141	
Parus major	7.727994	43.898006	
Parus major	9.023506	39.06188	
Parus major	12.701	42.255665	
Parus major	12.933562	42.08898	
Parus major	8.566134	45.748573	
Parus major	8.939579	45.015297	
Parus major	8.749805	45.569134	
Parus major	12.52126	41.865597	
Parus major	8.562867	45.75442	
Parus major	7.683936	43.988914	
Parus major	7.588098	44.199657	
Parus major	8.545452	45.74128	
Parus major	8.566134	45.748573	
Parus major	8.726707	45.787926	
Parus major	14.384573	41.365353	
Parus major	14.289513	41.31076	
Parus major	14.169257	41.37301	
Parus major	14.241522	41.32847	
Parus major	14.384573	41.365353	
Parus major	13.968889	40.983334	
Parus major	14.40131	41.413403	
Parus major	14.384573	41.365353	
Parus major	13.968889	40.983334	
Parus major	14.40131	41.413403	
Parus major	7.609767	45.627453	
Parus major	12.605467	42.212234	
Parus major	7.239229	44.837696	
Parus major	9.641939	45.18419	
Parus major	8.73802	45.561836	
Parus major	8.522601	39.174652	
Parus major	11.13216	44.609077	
Parus major	7.605451	45.143803	
Parus major	9.1179	45.550896	
Parus major	13.05743	43.304264	
Parus major	13.617609	42.1476	
Parus major	13.165993	42.919933	
Parus major	7.312033	45.69003	
Parus major	7.332022	45.675484	
Parus major	16.621342	39.37126	
Parus major	16.70955	39.512897	
Parus major	16.391754	39.3495	
Parus major	9.505464	39.129948	
Parus major	9.485307	39.910877	
Parus major	7.330709	45.75565	
Parus major	7.340259	45.586914	
Parus major	9.143885	45.459293	
Parus major	12.354678	41.753864	
Parus major	7.355062	45.621033	
Parus major	8.292912	44.152897	
Parus major	7.397063	45.595016	
Parus major	9.200661	45.433167	
Parus major	8.532966	46.132233	
Parus major	9.135615	39.215836	
Parus major	8.532966	46.132233	
Parus major	14.169257	41.37301	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	14.40131	41.413403	
Parus major	14.384573	41.365353	
Parus major	11.55797	45.552563	
Parus major	8.162498	44.050213	250
Parus major	8.056068	43.920403	250
Parus major	8.200092	44.051571	250
Parus major	11.236396	46.820679	250
Parus major	8.067741	43.889977	250
Parus major	8.056068	43.920403	250
Parus major	8.056068	43.920403	250
Parus major	7.886688	44.056038	250
Parus major	7.240146	44.837569	31
Parus major	11.713281	43.876619	7
Parus major	11.438547	46.283913	16
Parus major	9.620624	45.780136	127
Parus major	13.47013	46.012847	27063
Parus major	11.7132	43.8766	
Parus major	11.8928	43.3265	
Parus major	6.942691	44.98036	
Parus major	12.953921	45.634712	
Parus major	12.928609	45.625256	
Parus major	12.752383	45.540913	
Parus major	9.571146	45.430553	
Parus major	9.501345	45.486233	
Parus major	9.330918	46.14871	
Parus major	8.221703	45.08608	
Parus major	17.672422	40.553013	
Parus major	12.228229	44.845463	
Parus major	9.157859	39.1891	
Parus major	7.729024	44.42125	
Parus major	7.729024	44.42125	
Parus major	7.562005	44.409046	
Parus major	9.200661	45.433167	
Parus major	7.729024	44.42125	
Parus major	7.698412	44.505123	
Parus major	8.562867	45.75442	
Parus major	8.565703	45.748325	
Parus major	7.52531	44.380592	
Parus major	7.729024	44.42125	
Parus major	7.342481	44.30684	
Parus major	7.562005	44.409046	
Parus major	7.854972	44.695038	
Parus major	9.256707	45.60638	
Parus major	8.650201	45.992954	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	7.562005	44.409046	
Parus major	9.200661	45.433167	
Parus major	9.225855	45.422432	
Parus major	11.749034	43.87336	
Parus major	9.119755	45.477375	
Parus major	9.200661	45.433167	
Parus major	11.253434	43.768436	
Parus major	9.48595	45.458427	
Parus major	12.345032	42.366344	
Parus major	9.15945	45.45239	
Parus major	8.520848	46.12848	
Parus major	10.940413	43.166836	
Parus major	8.497603	46.12396	
Parus major	12.314526	42.10946	
Parus major	10.047802	45.032578	
Parus major	10.446131	44.923916	
Parus major	9.948478	44.83826	
Parus major	9.591733	45.01647	
Parus major	7.383594	44.48957	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	9.15945	45.45239	
Parus major	11.556627	42.493095	
Parus major	11.690024	43.05213	
Parus major	10.510678	46.55119	
Parus major	9.225855	45.422432	
Parus major	9.19375	45.434536	
Parus major	7.854972	44.695038	
Parus major	7.265434	45.101635	
Parus major	12.115706	44.65572	
Parus major	10.506713	46.544746	
Parus major	8.586148	45.770298	
Parus major	10.322354	44.61716	
Parus major	11.13216	44.609077	
Parus major	10.594946	46.51981	
Parus major	10.956494	45.917675	
Parus major	11.494778	44.476276	
Parus major	10.892833	45.931763	
Parus major	9.225855	45.422432	
Parus major	10.726991	45.905144	
Parus major	10.888426	45.922207	
Parus major	12.997924	45.636436	
Parus major	11.935562	42.14694	
Parus major	9.225855	45.422432	
Parus major	9.15945	45.45239	
Parus major	10.841866	42.77127	
Parus major	12.159805	42.330887	
Parus major	12.638	46.19263	
Parus major	12.754457	45.863064	
Parus major	7.483535	45.449863	
Parus major	8.543455	46.13507	
Parus major	11.864342	46.526367	
Parus major	11.204201	44.62862	
Parus major	10.841866	42.77127	
Parus major	8.766596	45.829247	
Parus major	12.169811	43.114334	
Parus major	9.48595	45.458427	
Parus major	13.904647	42.441204	
Parus major	8.188827	46.169365	
Parus major	11.090593	43.253616	
Parus major	11.017917	43.23436	
Parus major	14.384573	41.365353	
Parus major	14.169257	41.37301	
Parus major	14.372694	41.35629	
Parus major	14.384573	41.365353	
Parus major	14.372694	41.35629	
Parus major	14.384573	41.365353	
Parus major	14.527916	41.384045	
Parus major	14.384573	41.365353	
Parus major	14.40131	41.413403	
Parus major	14.384573	41.365353	
Parus major	13.940279	41.769814	
Parus major	13.942582	41.76449	
Parus major	11.150965	43.43745	
Parus major	9.225855	45.422432	
Parus major	13.939736	41.773655	
Parus major	13.939187	41.77014	
Parus major	13.943859	41.761456	
Parus major	10.880342	42.83053	
Parus major	13.979476	41.724537	
Parus major	8.845	44.77025	
Parus major	8.854433	44.79196	
Parus major	8.845	44.77025	
Parus major	14.96062	37.690697	
Parus major	14.960609	37.708725	
Parus major	14.949278	37.690693	
Parus major	14.870131	37.546417	
Parus major	15.085068	37.41125	
Parus major	15.005983	37.645638	
Parus major	14.994648	37.645638	
Parus major	14.971962	37.6907	
Parus major	15.073784	37.429287	
Parus major	14.949271	37.699707	
Parus major	15.062587	37.555485	
Parus major	15.085035	37.38421	
Parus major	7.623384	43.850803	250
Parus major	7.611493	43.953239	250
Parus major	11.526546	46.54977	250
Parus major	8.056068	43.920403	250
Parus major	12.733564	42.963787	25
Parus major	7.966582	44.289852	31
Parus major	9.092941	45.730223	15
Parus major	13.062396	41.291362	14536
Parus major	10.637913	45.463236	183
Parus major	10.597762	46.519036	3132
Parus major	7.966582	44.289852	31
Parus major	14.108032	41.783991	2104
Parus major	14.39776	37.835541	194
Parus major	11.095576	43.245884	
Parus major	11.061744	43.23195	
Parus major	13.937851	41.800297	
Parus major	9.429531	46.18102	
Parus major	12.947206	45.631092	
Parus major	7.464472	45.282436	
Parus major	11.626497	46.83978	
Parus major	17.672422	40.553013	
Parus major	12.650229	45.999546	
Parus major	16.609379	40.67092	
Parus major	13.939704	41.773636	
Parus major	16.647936	40.63024	
Parus major	10.119731	44.720013	
Parus major	12.228229	44.845463	
Parus major	7.547315	44.36728	
Parus major	16.825058	38.91215	
Parus major	9.225855	45.422432	
Parus major	12.666047	45.95264	
Parus major	10.119731	44.720013	
Parus major	9.182614	45.42699	
Parus major	12.656076	45.956223	
Parus major	13.952086	42.446907	
Parus major	10.539129	45.117825	
Parus major	10.637552	45.462837	
Parus major	12.698921	45.881626	
Parus major	13.061173	43.331726	
Parus major	10.629172	43.32067	
Parus major	12.033151	42.54643	
Parus major	11.079897	45.92506	
Parus major	12.997924	45.636436	
Parus major	12.650395	45.99958	
Parus major	13.934993	41.814964	
Parus major	12.666832	45.952557	
Parus major	11.086222	46.126842	
Parus major	14.080343	41.74163	
Parus major	14.372694	41.35629	
Parus major	14.092619	41.717583	
Parus major	14.384573	41.365353	
Parus major	12.268991	43.09708	
Parus major	12.010673	42.795628	
Parus major	8.160958	44.051163	
Parus major	11.629975	46.01034	
Parus major	11.75352	45.956963	
Parus major	11.950005	42.802166	
Parus major	11.783207	45.650005	
Parus major	12.010673	42.795628	
Parus major	13.904647	42.441204	
Parus major	12.113509	42.718945	
Parus major	12.078395	45.552376	
Parus major	8.479221	46.08433	
Parus major	10.121657	42.748425	
Parus major	8.776693	45.86914	
Parus major	8.530818	46.131596	
Parus major	12.010673	42.795628	
Parus major	12.010673	42.795628	
Parus major	13.499064	45.75541	
Parus major	6.92203	44.98342	
Parus major	13.952086	42.446907	
Parus major	12.010673	42.795628	
Parus major	8.854433	44.79196	
Parus major	13.559602	45.833145	
Parus major	11.374674	46.08434	
Parus major	11.177644	46.08632	
Parus major	13.904647	42.441204	
Parus major	11.16403	42.43644	
Parus major	11.504254	42.58983	
Parus major	11.226005	46.115013	
Parus major	12.666832	45.952557	
Parus major	12.062702	42.623978	
Parus major	12.720414	46.03071	
Parus major	13.952086	42.446907	
Parus major	11.801428	45.667324	
Parus major	6.979365	45.040436	
Parus major	13.957529	42.504757	
Parus major	8.160958	44.051163	
Parus major	12.010673	42.795628	
Parus major	11.091874	43.203743	
Parus major	14.026276	41.94668	
Parus major	13.74153	43.294334	
Parus major	12.65027	45.999485	
Parus major	13.814596	45.585575	
Parus major	8.624688	45.83459	
Parus major	6.836299	44.945004	
Parus major	8.586148	45.770298	
Parus major	6.836299	44.945004	
Parus major	13.952086	42.446907	
Parus major	10.637552	45.462837	
Parus major	11.486346	46.350655	
Parus major	13.639123	45.974106	
Parus major	7.562005	44.409046	
Parus major	8.579738	45.734196	
Parus major	12.205124	44.65703	
Parus major	11.253434	43.768436	
Parus major	8.46611	46.131138	
Parus major	13.346548	42.45766	
Parus major	12.205124	44.65703	
Parus major	9.233678	45.333683	
Parus major	9.361895	46.1252	
Parus major	13.814324	41.82025	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	14.40131	41.413403	
Parus major	14.384573	41.365353	
Parus major	7.351889	44.309357	
Parus major	12.15384	44.55564	
Parus major	6.979365	45.040436	
Parus major	6.92203	44.98342	
Parus major	12.237709	44.80732	
Parus major	9.576175	39.409412	
Parus major	11.188298	42.37358	
Parus major	13.957529	42.504757	
Parus major	11.0782	46.18318	
Parus major	7.273679	44.320713	
Parus major	7.273679	44.320713	
Parus major	13.357307	42.458626	
Parus major	11.658447	43.510185	
Parus major	11.327645	43.545033	
Parus major	13.029174	43.26362	
Parus major	8.586148	45.770298	
Parus major	13.952086	42.446907	
Parus major	12.605467	42.212234	
Parus major	11.226005	46.115013	
Parus major	11.327672	43.545097	
Parus major	8.579586	45.734936	
Parus major	9.513437	41.0172	
Parus major	14.527916	41.384045	
Parus major	14.384573	41.365353	
Parus major	13.952086	42.446907	
Parus major	11.917416	43.097984	
Parus major	8.528144	39.165092	
Parus major	12.187271	44.66448	
Parus major	10.725197	45.173355	
Parus major	7.665367	44.794895	
Parus major	8.1201	44.046425	
Parus major	13.957529	42.504757	
Parus major	12.228449	44.528442	
Parus major	12.252846	44.628353	
Parus major	12.21808	44.66889	
Parus major	12.226475	44.516705	
Parus major	8.1201	44.046425	
Parus major	8.18595	44.05441	
Parus major	11.13216	44.609077	
Parus major	13.029174	43.26362	
Parus major	7.700276	44.49602	
Parus major	13.357307	42.458626	
Parus major	13.547289	42.41899	
Parus major	14.40131	41.413403	
Parus major	14.937927	37.6997	
Parus major	15.085047	37.393223	
Parus major	14.30557	37.51403	
Parus major	14.93792	37.708714	
Parus major	15.05134	37.66365	
Parus major	14.870146	37.537403	
Parus major	8.187052	40.644398	
Parus major	8.226271	40.681046	
Parus major	8.187052	40.644398	
Parus major	8.732014	40.69562	
Parus major	7.273679	44.320713	
Parus major	11.099369	43.29555	
Parus major	11.096358	43.254284	
Parus major	11.068682	43.277084	
Parus major	11.151303	43.209938	
Parus major	10.637913	45.463236	183
Parus major	10.637913	45.463236	183
Parus major	12.101223	45.805134	754
Parus major	12.291342	45.649029	113
Parus major	10.536626	45.117671	263
Parus major	10.445296	45.144267	181
Parus major	10.445296	45.144267	181
Parus major	10.445296	45.144267	181
Parus major	17.87231	40.285168	2
Parus major	10.051121	45.131251	1700
Parus major	9.626382	45.983426	8
Parus major	7.966582	44.289852	31
Parus major	9.179537	45.577971	636
Parus major	15.858921	38.616483	263
Parus major	12.743072	46.266294	28
Parus major	9.729041	45.868782	8
Parus major	12.107648	45.80494	30
Parus major	15.276532	37.075165	
Parus major	7.665855	44.794955	15
Parus major	8.630264	46.010853	4
Parus major	7.955172	45.561561	15
Parus major	12.041536	43.668899	31
Parus major	12.116392	43.682079	2
Parus major	10.394712	44.113743	21873
Parus major	8.268499	44.149143	
Parus major	14.293838	41.316875	
Parus major	14.40131	41.413403	
Parus major	13.968889	40.983334	
Parus major	13.93208	41.022026	
Parus major	14.384573	41.365353	
Parus major	13.93208	41.022026	
Parus major	7.631061	43.786808	
Parus major	7.631061	43.786808	
Parus major	7.631061	43.786808	
Parus major	9.464799	45.405926	
Parus major	9.432217	45.590073	
Parus major	10.153545	45.713478	
Parus major	9.501345	45.486233	
Parus major	10.830587	45.67261	
Parus major	13.70481	43.324802	
Parus major	17.672422	40.553013	
Parus major	8.566134	45.748573	
Parus major	8.18595	44.05441	
Parus major	13.952086	42.446907	
Parus major	17.925608	40.203766	
Parus major	9.474865	40.232647	
Parus major	7.541607	44.361423	
Parus major	8.939579	45.015297	
Parus major	7.536036	43.802197	
Parus major	13.034626	43.264137	
Parus major	9.225855	45.422432	
Parus major	13.015019	46.21653	
Parus major	11.061744	43.23195	
Parus major	9.375114	46.152615	
Parus major	9.214316	44.334415	
Parus major	14.40131	41.413403	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	9.133019	39.24212	
Parus major	12.305331	44.349754	
Parus major	8.264653	46.04367	
Parus major	9.899805	46.168266	
Parus major	13.441103	45.687096	
Parus major	12.095893	42.089336	
Parus major	7.273679	44.320713	
Parus major	8.18595	44.05441	
Parus major	13.957529	42.504757	
Parus major	8.476135	45.950726	
Parus major	13.441103	45.687096	
Parus major	13.441103	45.687096	
Parus major	9.214316	44.334415	
Parus major	8.939579	45.015297	
Parus major	11.215248	42.46813	
Parus major	12.295755	46.61229	
Parus major	11.093576	45.689297	
Parus major	11.093576	45.689297	
Parus major	11.262687	46.3669	
Parus major	11.262687	46.3669	
Parus major	12.252846	44.628353	
Parus major	12.615243	43.071007	
Parus major	12.873089	43.023823	
Parus major	8.545165	45.738853	
Parus major	11.854775	42.750305	
Parus major	8.706115	45.293068	
Parus major	10.967062	43.149433	
Parus major	12.065113	41.99229	
Parus major	12.275945	45.474064	
Parus major	11.854775	42.750305	
Parus major	11.061744	43.23195	
Parus major	13.151109	43.37846	
Parus major	8.811511	46.04373	
Parus major	12.223298	41.867085	
Parus major	9.18985	45.539196	
Parus major	11.287614	44.425404	
Parus major	13.952086	42.446907	
Parus major	13.499064	45.75541	
Parus major	12.32739	45.438515	
Parus major	11.13216	44.609077	
Parus major	8.201085	44.068565	
Parus major	12.699938	42.253727	
Parus major	12.225807	46.43118	
Parus major	12.22142	46.432045	
Parus major	11.555266	43.619717	
