acceptedScientificName	decimalLongitude	decimalLatitude	coordinateUncertaintyInMeters
Parus major	9.383963	45.704735	
Parus major	9.499665	45.61682	
Parus major	8.021674	44.3223	
Parus major	7.591834	45.066254	
Parus major	13.19021	42.060287	
Parus major	9.414628	41.166718	
Parus major	7.256931	44.571785	
Parus major	7.154197	44.556137	
Parus major	12.484589	41.9125	
Parus major	8.541263	46.13957	
Parus major	7.219376	44.60242	
Parus major	9.089376	45.63622	
Parus major	8.263917	45.811203	
Parus major	11.901032	42.794327	
Parus major	12.466309	41.90413	
Parus major	8.215682	44.045834	
Parus major	9.235878	45.427048	
Parus major	9.235878	45.427048	
Parus major	9.62332	45.447002	
Parus major	16.812359	40.899086	
Parus major	8.201085	44.068565	
Parus major	12.466309	41.90413	
Parus major	10.409591	45.90752	
Parus major	14.870146	37.537403	
Parus major	15.085057	37.402237	
Parus major	15.073776	37.420273	
Parus major	15.085035	37.38421	
Parus major	9.429531	46.18102	
Parus major	11.953673	46.234943	
Parus major	11.061744	43.23195	
Parus major	11.083993	43.24621	
Parus major	11.081633	43.230278	
Parus major	12.345032	42.366344	
Parus major	14.480151	41.374832	
Parus major	14.384573	41.365353	
Parus major	11.09131	43.266144	
Parus major	11.063761	43.250774	
Parus major	11.150878	43.21029	
Parus major	7.295239	45.054634	
Parus major	7.295239	45.054634	
Parus major	12.513676	41.90283	
Parus major	13.126391	45.6983	
Parus major	9.713124	44.119137	
Parus major	15.991135	41.81748	
Parus major	13.70481	43.324802	
Parus major	13.70481	43.324802	
Parus major	7.92799	44.58997	
Parus major	7.993548	44.32599	
Parus major	7.993548	44.32599	
Parus major	17.672422	40.553013	
Parus major	8.082644	43.964985	250
Parus major	8.056068	43.920403	250
Parus major	8.056068	43.920403	250
Parus major	8.853993	44.933758	250
Parus major	8.056068	43.920403	250
Parus major	8.045254	43.919411	250
Parus major	8.056068	43.920403	250
Parus major	8.063687	43.976536	250
Parus major	15.1779	36.938805	2
Parus major	15.239975	37.039713	2
Parus major	7.700678	44.499416	97
Parus major	8.885021	45.465526	14
Parus major	9.261962	44.898219	4
Parus major	9.635908	40.283311	13
Parus major	9.261108	44.899697	4
Parus major	7.240146	44.837569	31
Parus major	9.96629	45.658585	8
Parus major	9.263559	44.898184	15
Parus major	11.309042	43.392696	185
Parus major	12.530776	41.929893	
Parus major	12.484589	41.9125	
Parus major	7.990447	44.326385	
Parus major	8.939579	45.015297	
Parus major	9.08078	45.812992	
Parus major	7.0577	44.63352	
Parus major	8.939579	45.015297	
Parus major	7.154197	44.556137	
Parus major	8.525158	46.131977	
Parus major	14.492845	40.75085	
Parus major	14.492845	40.75085	
Parus major	12.466309	41.90413	
Parus major	9.528952	45.55251	
Parus major	7.591834	45.066254	
Parus major	7.607266	45.142773	
Parus major	11.819686	43.791996	
Parus major	9.146697	39.205406	
Parus major	7.700276	44.49602	
Parus major	7.541969	44.372616	
Parus major	11.838906	43.869812	
Parus major	9.023892	45.485977	
Parus major	9.283907	45.487614	
Parus major	8.408443	45.80171	
Parus major	7.700276	44.49602	
Parus major	9.198748	45.946136	
Parus major	9.51506	45.451553	
Parus major	9.533401	45.453533	
Parus major	8.263917	45.811203	
Parus major	12.484589	41.9125	
Parus major	12.524119	41.850327	
Parus major	12.524119	41.850327	
Parus major	7.990447	44.326385	
Parus major	9.505464	39.129948	
Parus major	9.46461	46.224907	
Parus major	9.46461	46.224907	
Parus major	9.429531	46.18102	
Parus major	7.700276	44.49602	
Parus major	7.478903	45.121864	
Parus major	9.179775	45.57762	
Parus major	11.671643	44.626957	
Parus major	9.262383	45.54843	
Parus major	9.319992	45.4729	
Parus major	11.07398	43.417805	
Parus major	12.50021	41.9314	
Parus major	10.127911	46.532566	
Parus major	7.52531	44.380592	
Parus major	7.562005	44.409046	
Parus major	12.141752	45.615387	
Parus major	8.530818	46.131596	
Parus major	12.040178	46.025974	
Parus major	11.061744	43.23195	
Parus major	12.046938	41.96152	
Parus major	12.040178	46.025974	
Parus major	9.512611	45.47077	
Parus major	13.575432	42.44171	
Parus major	8.326229	45.851974	
Parus major	7.700276	44.49602	
Parus major	7.785102	43.816902	
Parus major	12.040178	46.025974	
Parus major	12.159805	42.330887	
Parus major	8.201085	44.068565	
Parus major	7.256931	44.571785	
Parus major	9.089376	45.63622	
Parus major	11.396298	43.85996	
Parus major	7.631061	43.786808	
Parus major	10.171255	45.5515	
Parus major	7.631061	43.786808	
Parus major	7.310683	45.68608	
Parus major	7.547315	44.36728	
Parus major	11.597779	46.64047	
Parus major	7.729024	44.42125	
Parus major	12.040178	46.025974	
Parus major	12.314526	42.10946	
Parus major	9.18508	45.430077	
Parus major	12.251282	42.158474	
Parus major	12.223298	41.867085	
Parus major	10.029488	45.646328	
Parus major	11.061744	43.23195	
Parus major	13.499064	45.75541	
Parus major	8.566134	45.748573	
Parus major	7.307869	45.654263	
Parus major	8.033641	44.38669	
Parus major	10.933318	45.980713	
Parus major	10.933318	45.980713	
Parus major	9.49261	45.45544	
Parus major	11.061744	43.23195	
Parus major	11.012048	44.47554	
Parus major	12.50228	41.991596	
Parus major	10.029488	45.646328	
Parus major	10.029488	45.646328	
Parus major	8.007604	44.322193	
Parus major	9.157859	39.1891	
Parus major	9.141572	45.426052	
Parus major	14.365891	41.43852	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	14.384573	41.365353	
Parus major	11.678427	46.41106	
Parus major	8.007604	44.322193	
Parus major	11.900968	46.596363	
Parus major	9.787109	45.99849	
Parus major	12.2918	43.338947	
Parus major	13.667852	46.476467	
Parus major	9.222633	45.50835	
Parus major	13.907608	42.90297	
Parus major	12.326022	45.49327	
Parus major	11.755684	46.778557	
Parus major	12.947206	45.631092	
Parus major	12.947206	45.631092	
Parus major	17.630392	40.727985	
Parus major	12.947206	45.631092	
Parus major	11.626497	46.83978	
Parus major	8.447231	39.53685	
Parus major	13.411091	43.123	
Parus major	7.665367	44.794895	
Parus major	8.507091	40.28034	
Parus major	13.663878	41.812405	
Parus major	10.298358	46.24791	
Parus major	9.485965	41.0006	
Parus major	9.485965	41.0006	
Parus major	11.767835	45.96704	
Parus major	8.198418	40.79314	
Parus major	8.210648	40.96364	
Parus major	11.061744	43.23195	
Parus major	8.533905	46.123383	
Parus major	14.10393	41.643314	
Parus major	8.007604	44.322193	
Parus major	14.349595	40.624443	
Parus major	8.530818	46.131596	
Parus major	12.227907	44.14929	
Parus major	13.207289	42.82846	
Parus major	13.19856	42.74864	
Parus major	11.228801	46.363873	
Parus major	11.230265	46.356007	
Parus major	7.7489	43.959026	
Parus major	12.315488	44.393345	
Parus major	8.007604	44.322193	
Parus major	11.055968	43.35712	
Parus major	7.721973	43.968018	
Parus major	12.700603	42.230583	
Parus major	11.198839	43.8124	
Parus major	13.246128	42.697968	
Parus major	12.44287	44.06356	
Parus major	11.245134	43.983257	
Parus major	11.285352	43.99138	
Parus major	8.468703	44.66565	
Parus major	8.482373	44.654503	
Parus major	11.700052	46.45715	
Parus major	11.061744	43.23195	
Parus major	11.700052	46.45715	
Parus major	13.904647	42.441204	
Parus major	11.377266	46.951477	
Parus major	9.505464	39.129948	
Parus major	8.724144	45.996696	
Parus major	13.199465	42.756966	
Parus major	7.815339	44.516296	
Parus major	11.387157	46.952938	
Parus major	9.533401	45.453533	
Parus major	11.100336	46.34582	
Parus major	10.966964	46.328022	
Parus major	8.566134	45.748573	
Parus major	13.904647	42.441204	
Parus major	11.115003	46.360573	
Parus major	7.990447	44.326385	
Parus major	8.939579	45.015297	
Parus major	11.854775	42.750305	
Parus major	13.499064	45.75541	
Parus major	11.093717	43.220196	
Parus major	11.099175	43.205803	
Parus major	11.096358	43.254284	
Parus major	12.485272	41.89247	
Parus major	11.07398	43.417805	
Parus major	11.083993	43.24621	
Parus major	11.150878	43.21029	
Parus major	11.105934	43.216976	
Parus major	11.09131	43.266144	
Parus major	11.111662	43.219917	
Parus major	12.765067	45.54676	
Parus major	13.357307	42.458626	
Parus major	13.411091	43.123	
Parus major	13.411091	43.123	
Parus major	13.411091	43.123	
Parus major	12.793955	41.76743	
Parus major	13.18383	42.112736	
Parus major	13.18383	42.112736	
Parus major	13.18383	42.112736	
Parus major	13.912003	41.740158	
Parus major	14.639187	36.76251	
Parus major	13.70481	43.324802	
Parus major	17.672422	40.553013	
Parus major	7.963442	43.95459	250
Parus major	8.034733	43.966633	250
Parus major	8.049945	43.945248	250
Parus major	10.027342	45.643929	250
Parus major	10.027342	45.643929	250
Parus major	8.134003	44.050831	250
Parus major	7.608378	43.939587	250
Parus major	9.839565	46.27433	250
Parus major	12.906068	41.706468	61
Parus major	11.295068	46.913065	2
Parus major	16.6259	39.3748	
Parus major	11.700443	46.457669	62
Parus major	9.261247	44.900052	4
Parus major	11.465357	46.498733	8
Parus major	12.272531	45.47656	1
Parus major	12.263057	45.499375	2
Parus major	9.262586	44.896639	8
Parus major	12.920072	45.61829	
Parus major	8.393899	45.425952	9
Parus major	9.260236	44.9004	4
Parus major	9.264131	44.899564	4
Parus major	11.061744	43.23195	
Parus major	11.700052	46.45715	
Parus major	13.952086	42.446907	
Parus major	7.562005	44.409046	
Parus major	11.700052	46.45715	
Parus major	8.543455	46.13507	
Parus major	9.528952	45.55251	
Parus major	8.133584	45.274063	
Parus major	9.501345	45.486233	
Parus major	9.49261	45.45544	
Parus major	8.259316	40.584366	
Parus major	11.07398	43.417805	
Parus major	7.240172	45.675392	
Parus major	10.923718	42.76477	
Parus major	11.700052	46.45715	
Parus major	10.952818	43.04378	
Parus major	7.240172	45.675392	
Parus major	11.700052	46.45715	
Parus major	11.700052	46.45715	
Parus major	7.428233	45.735718	
Parus major	11.078123	43.231514	
Parus major	11.06614	43.232765	
Parus major	11.700052	46.45715	
Parus major	13.952086	42.446907	
Parus major	12.252846	44.628353	
Parus major	12.345032	42.366344	
Parus major	10.501642	43.855125	
Parus major	12.505318	43.809795	
Parus major	11.534264	43.79382	
Parus major	10.119731	44.720013	
Parus major	12.897306	41.401344	
Parus major	12.875677	41.413486	
Parus major	12.509342	45.47212	
Parus major	12.065411	43.017685	
Parus major	7.990447	44.326385	
Parus major	14.10393	41.643314	
Parus major	11.71509	45.792435	
Parus major	7.344961	44.350338	
Parus major	12.605825	45.51334	
Parus major	7.328951	45.559784	
Parus major	9.533401	45.453533	
Parus major	11.794426	43.87349	
Parus major	11.714115	45.797836	
Parus major	11.087933	43.248253	
Parus major	12.223298	41.867085	
Parus major	6.870339	45.06972	
Parus major	16.124868	39.95792	
Parus major	7.220619	45.679676	
Parus major	7.220619	45.679676	
Parus major	11.062289	43.232307	
Parus major	11.097132	42.43592	
Parus major	11.096968	42.428642	
Parus major	11.113483	42.444576	
Parus major	11.71509	45.792435	
Parus major	11.061744	43.23195	
Parus major	9.886709	44.664856	
Parus major	14.10393	41.643314	
Parus major	11.714115	45.797836	
Parus major	8.263917	45.811203	
Parus major	8.201085	44.068565	
Parus major	11.119666	43.2793	
Parus major	11.712247	45.80447	
Parus major	11.113483	42.444576	
Parus major	7.806821	44.479294	
Parus major	11.113483	42.444576	
Parus major	12.982972	42.45922	
Parus major	8.433438	39.313408	
Parus major	10.811137	43.812607	
Parus major	9.49261	45.45544	
Parus major	12.060113	46.163754	
Parus major	12.419663	41.947174	
Parus major	12.873089	43.023823	
Parus major	11.113483	42.444576	
Parus major	11.113483	42.444576	
Parus major	9.419628	45.97055	
Parus major	7.665367	44.794895	
Parus major	13.734731	43.314453	
Parus major	13.390111	43.010105	
Parus major	13.411091	43.123	
Parus major	7.896779	45.896076	
Parus major	9.528952	45.55251	
Parus major	11.211476	42.48382	
Parus major	11.211476	42.48382	
Parus major	11.096358	43.254284	
Parus major	11.150878	43.21029	
Parus major	9.390242	46.17806	
Parus major	9.390242	46.17806	
Parus major	8.725183	45.784405	
Parus major	8.756366	45.795025	
Parus major	7.562005	44.409046	
Parus major	13.875303	41.775833	
Parus major	13.927287	41.837734	
Parus major	13.92365	41.847054	
Parus major	13.862797	41.80273	
Parus major	13.987642	41.813488	
Parus major	14.10393	41.643314	
Parus major	7.896779	45.896076	
Parus major	8.582926	45.72528	
Parus major	12.609705	41.816635	
Parus major	8.566134	45.748573	
Parus major	8.259316	40.584366	
Parus major	11.162133	43.430084	
Parus major	11.162133	43.430084	
Parus major	11.854775	42.750305	
Parus major	9.528952	45.55251	
Parus major	8.483886	46.030426	
Parus major	9.170779	45.327694	
Parus major	9.151912	45.353127	
Parus major	6.953542	45.021374	
Parus major	8.471337	45.93789	
Parus major	8.939579	45.015297	
Parus major	6.95954	45.030186	
Parus major	12.897306	41.401344	
Parus major	11.062758	43.23197	
Parus major	10.915509	43.93841	
Parus major	8.586148	45.770298	
Parus major	9.214482	44.30222	
Parus major	13.682338	46.49322	
Parus major	10.81028	46.620636	
Parus major	6.95954	45.030186	
Parus major	11.62199	44.852886	
Parus major	13.47894	41.40939	
Parus major	9.429531	46.18102	
Parus major	11.17387	43.82414	
Parus major	12.873089	43.023823	
Parus major	10.322354	44.61716	
Parus major	10.373166	44.6445	
Parus major	7.904295	45.32933	
Parus major	9.15945	45.45239	
Parus major	8.007604	44.322193	
Parus major	9.976071	45.957863	
Parus major	13.47894	41.40939	
Parus major	9.225855	45.422432	
Parus major	9.238061	45.40738	
Parus major	9.253572	45.3747	
Parus major	13.854841	41.772137	
Parus major	8.582857	45.729332	
Parus major	13.952086	42.446907	
Parus major	7.729024	44.42125	
Parus major	11.062289	43.232307	
Parus major	10.840048	45.88512	
Parus major	11.303809	46.453495	
Parus major	12.50021	41.9314	
Parus major	9.446185	45.5004	
Parus major	9.501345	45.486233	
Parus major	9.49261	45.45544	
Parus major	8.007604	44.322193	
Parus major	12.393479	45.022606	
Parus major	12.362838	45.03589	
Parus major	12.52126	41.865597	
Parus major	8.566134	45.748573	
Parus major	11.444702	46.546177	
Parus major	8.803306	40.927532	
Parus major	9.528952	45.55251	
Parus major	13.952086	42.446907	
Parus major	11.162133	43.430084	
Parus major	14.40131	41.413403	
Parus major	14.40131	41.413403	
Parus major	13.93208	41.022026	
Parus major	9.225855	45.422432	
Parus major	8.021674	44.3223	
Parus major	13.499064	45.75541	
Parus major	13.499064	45.75541	
Parus major	11.105874	43.21075	
Parus major	11.098382	43.256775	
Parus major	11.34044	44.504704	
Parus major	8.803306	40.927532	
Parus major	9.215999	45.43524	
Parus major	9.235878	45.427048	
Parus major	10.63389	43.301254	
Parus major	8.803306	40.927532	
Parus major	12.358074	45.428787	
Parus major	8.813066	40.93345	
Parus major	11.55703	42.49233	
Parus major	8.798522	40.92707	
Parus major	11.62199	44.852886	
Parus major	8.033641	44.38669	
Parus major	9.224304	46.063335	
Parus major	7.700276	44.49602	
Parus major	9.778776	45.79428	
Parus major	9.533401	45.453533	
Parus major	12.484589	41.9125	
Parus major	13.904647	42.441204	
Parus major	9.51506	45.451553	
Parus major	9.283907	45.487614	
Parus major	7.631061	43.786808	
Parus major	9.149079	40.8605	
Parus major	11.62199	44.852886	
Parus major	9.235878	45.427048	
Parus major	9.225855	45.422432	
Parus major	9.215999	45.43524	
Parus major	13.159439	45.76248	
Parus major	8.497925	40.815887	
Parus major	13.271088	37.396618	
Parus major	9.235878	45.427048	
Parus major	11.714373	46.688732	
Parus major	13.56982	42.29621	
Parus major	13.569152	42.296936	
Parus major	12.564113	45.47672	
Parus major	9.663095	45.70451	
Parus major	14.301362	41.31984	
Parus major	13.262428	37.417828	
Parus major	11.77192	44.224144	
Parus major	17.674017	40.55133	
Parus major	8.056068	43.920403	250
Parus major	10.596264	46.518082	31
Parus major	12.536517	38.016297	61801
Parus major	12.590016	38.037189	3
Parus major	12.5881	38.038374	65
Parus major	12.588408	38.037192	25
Parus major	10.960183	45.86872	
Parus major	10.634823	45.463071	581
Parus major	9.262391	44.898833	4
Parus major	7.717842	44.796161	4
Parus major	7.240146	44.837569	31
Parus major	12.573562	44.057211	8
Parus major	11.658709	44.905383	791
Parus major	11.793724	43.499064	3
Parus major	12.569367	43.268878	4
Parus major	14.656832	41.554073	
Parus major	14.768096	40.682422	7755
Parus major	8.604603	39.528361	4
Parus major	8.802637	40.92954	
Parus major	8.565703	45.748325	
Parus major	8.568162	45.75377	
Parus major	11.62199	44.852886	
Parus major	16.647936	40.63024	
Parus major	9.51506	45.451553	
Parus major	9.512611	45.47077	
Parus major	8.719419	38.942047	
Parus major	9.49261	45.45544	
Parus major	8.007604	44.322193	
Parus major	10.620605	45.6673	
Parus major	13.7447	41.86875	
Parus major	13.732554	41.87074	
Parus major	16.606354	40.666965	
Parus major	12.484589	41.9125	
Parus major	11.714437	45.79853	
Parus major	9.51506	45.451553	
Parus major	13.126391	45.6983	
Parus major	16.647936	40.63024	
Parus major	10.914356	43.93785	
Parus major	17.545725	40.67288	
Parus major	10.040304	45.6495	
Parus major	11.62199	44.852886	
Parus major	9.512611	45.47077	
Parus major	9.19375	45.434536	
Parus major	11.901032	42.794327	
Parus major	9.225855	45.422432	
Parus major	11.62199	44.852886	
Parus major	9.45893	45.514927	
Parus major	12.446577	41.885128	
Parus major	11.249966	43.76273	
Parus major	13.952086	42.446907	
Parus major	8.554126	45.73358	
Parus major	9.283907	45.487614	
Parus major	7.344526	44.311493	
Parus major	8.263869	45.8112	
Parus major	13.527164	42.42574	
Parus major	14.375696	40.626244	
Parus major	8.591098	45.722862	
Parus major	8.582857	45.729332	
Parus major	9.216281	44.874737	
Parus major	9.512611	45.47077	
Parus major	11.625295	44.830097	
Parus major	7.631061	43.786808	
Parus major	8.483886	46.030426	
Parus major	9.49261	45.45544	
Parus major	7.602178	44.430763	
Parus major	9.235878	45.427048	
Parus major	14.293838	41.316875	
Parus major	7.179741	45.693146	
Parus major	13.904647	42.441204	
Parus major	13.575432	42.44171	
Parus major	9.533401	45.453533	
Parus major	13.499064	45.75541	
Parus major	13.527217	45.717087	
Parus major	13.481783	45.70495	
Parus major	7.210614	45.53905	
Parus major	9.215684	45.429478	
Parus major	8.579586	45.734936	
Parus major	14.451769	36.864174	
Parus major	8.007604	44.322193	
Parus major	11.62199	44.852886	
Parus major	13.462417	42.437763	
Parus major	7.904295	45.32933	
Parus major	8.392004	45.36766	
Parus major	12.238311	44.72321	
Parus major	8.622704	45.83986	
Parus major	8.508173	39.910217	
Parus major	7.294017	45.718224	
Parus major	7.665367	44.794895	
Parus major	7.591834	45.066254	
Parus major	7.305357	45.743195	
Parus major	13.952086	42.446907	
Parus major	13.952086	42.446907	
Parus major	16.498161	40.606915	
Parus major	13.499765	45.755707	
Parus major	9.533401	45.453533	
Parus major	7.541607	44.361423	
Parus major	11.840377	45.99015	
Parus major	8.202179	44.057438	
Parus major	7.631061	43.786808	
Parus major	18.01266	39.997097	
Parus major	14.289513	41.31076	
Parus major	13.93208	41.022026	
Parus major	9.381239	45.913696	
Parus major	8.201085	44.068565	
Parus major	11.612088	43.382793	
Parus major	9.512611	45.47077	
Parus major	11.361386	43.355648	
Parus major	9.381239	45.913696	
Parus major	11.791034	43.502308	
Parus major	9.385638	45.70216	
Parus major	18.152359	39.86453	
Parus major	9.235878	45.427048	
Parus major	9.225855	45.422432	
Parus major	8.579586	45.734936	
Parus major	11.277285	43.7982	
Parus major	9.294011	45.53	
Parus major	10.901032	42.349743	
Parus major	8.263917	45.811203	
Parus major	12.47148	41.883953	
Parus major	9.533401	45.453533	
Parus major	11.854775	42.750305	
Parus major	12.57106	44.052048	
Parus major	9.089376	45.63622	
Parus major	11.094209	43.229225	
Parus major	11.062289	43.232307	
Parus major	11.195597	43.62652	
Parus major	12.394519	45.004604	
Parus major	9.51506	45.451553	
Parus major	12.205896	41.892365	
Parus major	7.665367	44.794895	
Parus major	13.472945	45.719814	
Parus major	12.195379	46.1831	
Parus major	9.468895	45.85846	
Parus major	13.957529	42.504757	
Parus major	7.239229	44.837696	
Parus major	13.082574	43.476353	
Parus major	9.192563	45.447594	
Parus major	12.484589	41.9125	
Parus major	12.96817	43.402645	
Parus major	12.968897	43.41138	
Parus major	13.499765	45.755707	
Parus major	12.484589	41.9125	
Parus major	9.942112	45.74249	
Parus major	11.087437	42.640114	
Parus major	8.081018	44.155823	
Parus major	8.263917	45.811203	
Parus major	11.023966	42.698204	
Parus major	7.990447	44.326385	
Parus major	10.914356	43.93785	
Parus major	12.609705	41.816635	
Parus major	12.609705	41.816635	
Parus major	12.609705	41.816635	
Parus major	12.609705	41.816635	
Parus major	7.591834	45.066254	
Parus major	8.586148	45.770298	
Parus major	11.093717	43.220196	
Parus major	11.099175	43.205803	
Parus major	11.109273	43.27138	
Parus major	11.099789	43.225727	
Parus major	11.062153	43.204006	
Parus major	12.249779	42.090412	
Parus major	12.249779	42.090412	
Parus major	12.484589	41.9125	
Parus major	13.499064	45.75541	
Parus major	13.499064	45.75541	
Parus major	15.871802	38.21733	
Parus major	11.061744	43.23195	
Parus major	9.192563	45.447594	
Parus major	9.175644	45.473373	
Parus major	11.612088	43.382793	
Parus major	13.482577	45.7457	
Parus major	13.482577	45.7457	
Parus major	7.93153	43.94277	
Parus major	8.055492	44.526962	
Parus major	15.871802	38.21733	
Parus major	15.955608	40.282375	
Parus major	9.512611	45.47077	
Parus major	8.007604	44.322193	
Parus major	15.871802	38.21733	
Parus major	9.446185	45.5004	
Parus major	9.08078	45.812992	
Parus major	13.499064	45.75541	
Parus major	15.834579	38.167503	
Parus major	9.225855	45.422432	
Parus major	9.235878	45.427048	
Parus major	10.238991	43.96888	
Parus major	15.871802	38.21733	
Parus major	8.566826	39.822987	
Parus major	11.087437	42.640114	
Parus major	11.061744	43.23195	
Parus major	10.961142	45.958622	
Parus major	8.566134	45.748573	
Parus major	15.834579	38.167503	
Parus major	13.270808	41.99769	
Parus major	8.571857	45.668724	
Parus major	13.135408	46.335114	
Parus major	9.51506	45.451553	
Parus major	9.142369	45.833824	
Parus major	9.235878	45.427048	
Parus major	15.871802	38.21733	
Parus major	11.245134	43.983257	
Parus major	7.239229	44.837696	
Parus major	11.625295	44.829777	
Parus major	8.392004	45.36766	
Parus major	13.60411	42.963165	
Parus major	11.093717	43.220196	
Parus major	9.26965	45.651928	
Parus major	15.871802	38.21733	
Parus major	11.093717	43.220196	
Parus major	13.138815	43.496502	
Parus major	11.266037	43.76508	
Parus major	13.125862	43.49636	
Parus major	8.579586	45.734936	
Parus major	11.612088	43.382793	
Parus major	9.225855	45.422432	
Parus major	9.235878	45.427048	
Parus major	12.484589	41.9125	
Parus major	8.939579	45.015297	
Parus major	15.289084	37.851322	
Parus major	15.289084	37.851322	
Parus major	14.293838	41.316875	
Parus major	14.12131	41.38166	
Parus major	14.432005	41.410637	
Parus major	14.384573	41.365353	
Parus major	13.968889	40.983334	
Parus major	13.499765	45.755707	
Parus major	7.665367	44.794895	
Parus major	8.939579	45.015297	
Parus major	8.749805	45.569134	
Parus major	7.631061	43.786808	
Parus major	8.604313	45.724155	
Parus major	8.724144	45.996696	
Parus major	7.700276	44.49602	
Parus major	7.93153	43.94277	
Parus major	8.007604	44.322193	
Parus major	8.055492	44.526962	
Parus major	11.061744	43.23195	
Parus major	11.005607	45.453663	
Parus major	11.001678	45.448544	
Parus major	8.054957	44.52749	
Parus major	7.990447	44.326385	
Parus major	8.055492	44.526962	
Parus major	7.631061	43.786808	
Parus major	9.225855	45.422432	
Parus major	15.843131	38.166454	
Parus major	15.968226	38.146416	
Parus major	15.838253	38.165943	
Parus major	7.591834	45.066254	
Parus major	9.512611	45.47077	
Parus major	11.062209	46.354202	
Parus major	9.51506	45.451553	
Parus major	13.789765	41.80846	
Parus major	13.789765	41.80846	
Parus major	9.235878	45.427048	
Parus major	11.08135	43.265457	
Parus major	11.083993	43.24621	
Parus major	11.061744	43.23195	
Parus major	11.094209	43.229225	
Parus major	12.484589	41.9125	
Parus major	8.033641	44.38669	
Parus major	9.375012	45.824516	
Parus major	8.939579	45.015297	
Parus major	11.198009	42.502224	
Parus major	8.436054	45.32426	
Parus major	13.789765	41.80846	
Parus major	8.939579	45.015297	
Parus major	8.508616	44.32886	
Parus major	13.212829	42.059048	
Parus major	11.307394	46.44729	
Parus major	9.089376	45.63622	
Parus major	13.77052	41.24245	
Parus major	13.789765	41.80846	
Parus major	13.499064	45.75541	
Parus major	8.874078	38.89673	
Parus major	13.499064	45.75541	
Parus major	13.957529	42.504757	
Parus major	11.856265	42.583675	
Parus major	9.058616	41.130703	
Parus major	12.609705	41.816635	
Parus major	12.902519	41.411358	
Parus major	12.223298	41.867085	
Parus major	9.225855	45.422432	
Parus major	7.93153	43.94277	
Parus major	15.008468	37.01804	
Parus major	12.811004	42.478977	
Parus major	9.533401	45.453533	
Parus major	11.494767	44.47632	
Parus major	8.939579	45.015297	
Parus major	8.508616	44.32886	
Parus major	8.945704	45.015484	
Parus major	8.725333	45.99744	
Parus major	8.725333	45.99744	
Parus major	9.12835	45.29552	
Parus major	8.945704	45.015484	
Parus major	8.491522	45.93811	
Parus major	10.24975	42.792305	
Parus major	8.939579	45.015297	
Parus major	8.812507	44.681866	
Parus major	8.939579	45.015297	
Parus major	8.939579	45.015297	
Parus major	11.131064	43.28268	
Parus major	11.606458	43.292915	
Parus major	7.93153	43.94277	
Parus major	8.604313	45.724155	
Parus major	9.528952	45.55251	
Parus major	12.446577	41.885128	
Parus major	7.727994	43.898006	
Parus major	8.724144	45.996696	
Parus major	10.200192	42.77752	
Parus major	11.266037	43.76508	
Parus major	8.554649	45.73405	
Parus major	11.917416	43.097984	
Parus major	7.631061	43.786808	
Parus major	8.007604	44.322193	
Parus major	9.215447	45.542816	
Parus major	7.700276	44.49602	
Parus major	12.907973	42.208485	
Parus major	9.283907	45.487614	
Parus major	11.119666	43.2793	
Parus major	12.579477	37.65046	
Parus major	14.177877	40.79721	
Parus major	14.375696	40.626244	
Parus major	14.971962	37.6907	
Parus major	15.085057	37.402237	
Parus major	14.960609	37.708725	
Parus major	14.960614	37.69971	
Parus major	15.085047	37.393223	
Parus major	15.085035	37.38421	
Parus major	14.870131	37.546417	
Parus major	15.062489	37.43831	
Parus major	15.073792	37.4383	
Parus major	15.073784	37.429287	
Parus major	13.70481	43.324802	
Parus major	9.215447	45.542816	
Parus major	17.672422	40.553013	
Parus major	11.743677	46.58131	250
Parus major	11.540623	46.554375	250
Parus major	10.09112	45.735973	250
Parus major	11.540623	46.554375	250
Parus major	11.540623	46.554375	250
Parus major	11.803081	46.919128	25
Parus major	11.659376	46.814701	25
Parus major	11.343554	46.476624	180
Parus major	12.12732	41.925422	285
Parus major	7.994382	45.168983	
Parus major	7.995337	45.163128	
Parus major	12.71319	42.966508	5
Parus major	12.863117	43.033667	5
Parus major	13.9547	42.7814	
Parus major	10.017982	45.642355	134
Parus major	7.74629	45.058157	183
Parus major	10.436034	45.138077	
Parus major	9.625848	45.98339	8
Parus major	10.54107	45.118871	586
Parus major	11.620934	44.721323	27285
Parus major	12.337315	46.045473	19
Parus major	10.946302	44.63482	1
Parus major	10.905702	44.646875	1
Parus major	10.907595	44.653461	1
Parus major	9.620678	45.780181	127
Parus major	10.905345	44.648144	1
Parus major	10.920231	44.652054	1
Parus major	12.337295	46.045418	118
Parus major	11.884153	45.414003	65
Parus major	7.724185	44.421385	371
Parus major	9.735184	45.558576	199
Parus major	10.268387	43.782265	
Parus major	15.004514	40.421272	
Parus major	9.319992	45.4729	
Parus major	8.939579	45.015297	
Parus major	8.939579	45.015297	
Parus major	9.183399	45.497517	
Parus major	12.735477	45.98228	
Parus major	11.717045	42.20246	
Parus major	8.263917	45.811203	
Parus major	9.199213	45.969055	
Parus major	7.990447	44.326385	
Parus major	6.982555	44.511078	
Parus major	6.982555	44.511078	
Parus major	7.888837	44.13384	
Parus major	11.07398	43.417805	
Parus major	10.304872	46.322536	
Parus major	8.939579	45.015297	
